reference_month,ticker,value,unit,seasonal_adjustment,report_month,report_release_date,source_id,source_url,table_index_zero_based,observation_role
2019-12,NAPMOI@USECON,44.8,diffusion_index,SA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,3,retrospective_table
2019-12,NAPMPI@USECON,51.7,diffusion_index,NSA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,8,retrospective_table
2019-12,NAPMVDI@USECON,52.2,diffusion_index,NSA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,5,retrospective_table
2020-01,NAPMC@USECON,50.9,diffusion_index,composite_of_adjusted_and_unadjusted_subindexes,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,1,current_month
2020-01,NAPMEI@USECON,46.6,diffusion_index,SA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,4,current_month
2020-01,NAPMII@USECON,48.8,diffusion_index,SA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,6,current_month
2020-01,NAPMNI@USECON,52.0,diffusion_index,SA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,2,current_month
2020-01,NAPMOI@USECON,54.3,diffusion_index,SA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,3,current_month
2020-01,NAPMPI@USECON,53.3,diffusion_index,NSA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,8,current_month
2020-01,NAPMVDI@USECON,52.9,diffusion_index,NSA,2020-01,2020-02-03,manufacturing_2020-01,https://www.prnewswire.com/news-releases/pmi-at-50-9-gdp-growing-at-2-4-january-2020-manufacturing-ism-report-on-business-300997110.html,5,current_month
